kambria;kat;11;99%;28%;38%;100%;0;101;111;;11;15;-74;0;2;63;91;37;39;50;65;1;23%;1%;-44%
origin-protocol;ogn;8;119%;84%;33%;7%;11;0;100;;1;5;130;0;1;20;62;27;60;45;37;2;4%;-4%;-3%
matrix-ai-network;man;4;77%;21%;6%;2%;0;100;0;;10;25;-90;0;1;60;52;44;38;41;32;0;1%;-11%;-6%
oraichain-token;orai;14;63%;84%;95%;78%;11;111;111;;10;18;100;0;1;56;40;38;52;66;57;3;-22%;26%;34%
divi;divi;7;106%;25%;33%;40%;0;1;100;;11;0;-80;0;2;61;54;88;32;46;50;2;0%;-1%;-1%
mobox;mbox;5;43%;22%;6%;0%;0;0;0;;1;1;-91;0;1;67;48;23;34;30;27;3;3%;4%;10%
xdce-crowd-sale;xdc;5;78%;26%;7%;15%;100;0;0;;0;21;-89;10;2;57;73;45;49;42;37;4;2%;16%;7%
stratis;strax;7;112%;102%;34%;14%;11;100;0;;0;8;300;0;0;7;26;46;65;46;31;2;-6%;-43%;-17%
playdapp;pla;8;41%;48%;66%;0%;1;110;100;;10;0;-12;0;0;53;44;50;48;53;39;3;3%;69%;14%
utrust;utk;7;38%;31%;21%;0%;0;10;0;;10;2;-59;0;1;77;48;45;37;40;28;1;-14%;0%;7%
ecash;xec;5;51%;41%;10%;8%;0;0;0;;0;4;-30;0;2;67;58;51;46;41;39;2;17%;17%;12%
alpine-f1-team-fan-token;alpine;5;30%;18%;22%;0%;0;10;0;;10;6;-98;0;0;47;53;42;39;44;26;1;1%;-36%;1%
aioz-network;aioz;7;54%;44%;13%;4%;1;100;0;;10;0;-16;0;1;86;45;50;41;43;39;2;0%;1%;10%
santos-fc-fan-token;santos;5;27%;19%;0%;0%;0;0;0;;10;0;-98;0;2;60;65;22;34;38;18;0;-24%;-4%;-4%
cream-2;cream;8;145%;79%;21%;38%;11;0;10;;1;20;99;10;0;37;48;32;55;41;43;2;16%;5%;-2%
verge;xvg;9;68%;33%;45%;18%;100;1;110;;1;9;-56;0;2;89;58;40;47;46;44;3;2%;16%;24%
alchemix;alcx;5;36%;52%;0%;0%;10;0;0;;0;4;3;0;0;41;45;27;44;35;26;2;2%;15%;0%
pnetwork;pnt;5;126%;57%;24%;0%;10;0;0;;1;7;38;0;0;30;36;44;50;39;37;1;-2%;-4%;-34%
sharering;shr;8;27%;44%;34%;0%;1;110;0;;10;11;-17;0;1;74;42;43;43;47;36;1;-1%;-10%;-29%
defichain;dfi;5;47%;37%;7%;2%;10;0;0;;1;2;-47;0;0;31;36;45;41;32;34;1;14%;-10%;-16%
metis-token;metis;4;66%;36%;7%;10%;0;0;0;;1;8;-44;0;0;55;46;28;37;27;34;2;15%;1%;-9%
beta-finance;beta;6;34%;-3%;18%;8%;0;0;100;;1;4;-225;10;0;48;46;41;36;32;33;2;2%;1%;-22%
zcash;zec;8;32%;44%;21%;18%;0;1;10;;1;0;-11;0;1;68;39;42;44;40;40;2;8%;8%;24%
axie-infinity;axs;5;62%;29%;27%;1%;0;0;0;;10;1;-66;0;2;68;70;32;35;46;29;3;7%;10%;7%
cardano;ada;8;35%;38%;31%;55%;1;1;10;;11;2;-40;0;1;74;40;44;41;46;50;1;-1%;2%;-14%
illuvium;ilv;5;41%;28%;19%;0%;0;0;0;;10;10;-80;0;2;71;68;51;41;43;35;2;-12%;-9%;14%
paribus;pbx;10;110%;38%;43%;78%;1;101;11;;11;10;-37;0;1;98;44;31;46;51;59;1;2%;-1%;-14%
covalent;cqt;11;130%;107%;71%;0%;11;111;100;;10;15;216;0;1;15;67;31;69;60;33;2;2%;9%;1%
automata;ata;10;34%;58%;95%;67%;10;1;111;;11;8;27;0;1;59;43;46;45;58;63;3;2%;10%;63%
manchester-city-fan-token;city;5;32%;21%;0%;0%;0;0;0;;10;8;-89;0;2;74;18;71;31;35;38;4;22%;-11%;119%
amp-token;amp;3;98%;22%;5%;0%;0;0;0;;11;10;-87;0;0;49;50;51;28;34;35;2;1%;14%;16%
chromaway;chr;5;46%;36%;21%;1%;0;0;0;;1;9;-45;0;1;63;45;35;42;38;33;3;11%;-9%;60%
mirror-protocol;mir;10;502%;40%;63%;8%;1;101;110;;11;0;-39;0;2;107;68;55;31;56;38;2;0%;2%;10%
terra-luna;lunc;6;68%;28%;7%;0%;0;0;0;;10;0;-74;0;2;69;60;33;31;38;29;2;10%;4%;0%
h2o-dao;h2o;8;22%;61%;57%;6%;1;110;0;;10;0;34;0;2;55;82;59;50;54;40;2;0%;-1%;0%
melon;mln;5;47%;38%;6%;26%;0;0;0;;10;4;-41;0;1;41;51;73;43;38;31;0;-2%;-24%;-8%
keep3rv1;kp3r;5;55%;36%;0%;0%;0;0;0;;10;2;-45;0;1;72;43;21;38;35;17;2;7%;5%;-1%
wazirx;wrx;6;50%;30%;28%;8%;0;1;0;;11;1;-65;0;3;64;56;61;40;44;42;2;14%;3%;-5%
serum;srm;8;1265%;44%;8%;29%;1;100;0;;10;0;-12;1;2;80;30;61;40;38;31;2;1%;3%;15%
bitcoin-cash-sv;bsv;8;47%;63%;8%;35%;11;0;0;;0;2;46;0;1;51;55;60;52;37;40;2;3%;2%;1%
frontier-token;front;7;2489%;67%;23%;5%;110;0;0;;0;9;67;10;1;-7;60;22;56;44;31;0;-1%;-37%;-30%
axelar;axl;12;29%;29%;87%;22%;1;111;10;;10;0;-70;0;2;65;34;62;35;70;42;2;0%;8%;-5%
pluton;plu;9;61%;0%;55%;54%;0;1;11;;11;3;-183;10;1;42;53;60;31;47;48;0;1%;-5%;-13%
digitalbits;xdb;7;150%;29%;45%;4%;0;1;100;;11;0;-65;0;2;63;73;38;37;48;42;1;0%;-7%;-44%
bosagora;boa;8;90%;57%;27%;10%;1;100;100;;10;0;23;0;2;53;67;57;46;46;42;0;-2%;-15%;-26%
nimiq-2;nim;11;105%;78%;36%;62%;11;101;110;;1;15;103;0;0;28;53;0;53;48;54;2;10%;44%;1%
walken;wlkn;7;195%;6%;36%;62%;0;0;11;;10;3;-140;0;1;50;48;76;19;40;46;2;0%;4%;2%
stellar;xlm;6;52%;24%;5%;0%;100;0;0;;0;17;-89;10;2;64;60;14;45;40;21;3;30%;10%;14%
pancakeswap-token;cake;6;49%;29%;33%;0%;0;1;100;;11;1;-65;0;2;68;58;6;32;45;17;3;4%;1%;21%
hegic;hegic;12;58%;93%;90%;51%;1;111;110;;10;22;121;0;0;48;34;49;59;63;49;2;0%;-3%;-1%
tribe-2;tribe;10;21%;36%;25%;23%;1;100;110;;1;21;-40;0;2;67;47;70;46;45;47;1;-2%;-1%;-2%
avalanche-2;avax;6;69%;43%;12%;22%;1;100;0;;10;9;-19;0;2;58;21;57;42;43;37;3;1%;2%;-11%
quark-chain;qkc;7;50%;46%;36%;29%;1;100;1;;10;4;1;0;1;52;40;57;47;48;45;2;5%;-18%;-66%
theta-fuel;tfuel;10;54%;41%;44%;16%;1;10;100;;10;7;-30;0;3;69;64;63;43;49;40;4;2%;18%;248%
ultra;uos;10;51%;42%;72%;31%;1;10;0;;10;4;-31;0;2;51;72;67;43;51;44;1;2%;-11%;-15%
ocean-protocol;ocean;5;23%;18%;26%;0%;0;0;0;;1;18;-110;0;2;81;56;36;42;42;34;2;14%;-3%;0%
og-fan-token;og;9;44%;53%;30%;30%;10;0;10;;1;7;18;0;2;69;62;38;48;46;41;2;-2%;8%;-2%
chainlink;link;9;51%;79%;61%;1%;111;10;0;;0;6;77;0;0;37;50;50;60;50;34;3;2%;4%;58%
algorand;algo;8;31%;53%;54%;0%;1;10;0;;10;0;2;0;2;65;57;42;42;50;31;3;2%;0%;10%
metal;mtl;6;44%;46%;8%;10%;110;0;0;;0;7;-6;10;1;42;48;56;49;41;38;2;8%;20%;10%
dao-maker;dao;4;30%;-4%;26%;0%;0;1;0;;1;10;-238;10;1;49;31;56;25;26;39;1;2%;-16%;-33%
xdefi;xdefi;13;40%;38%;50%;73%;1;1;111;;11;0;-41;0;3;82;66;73;34;49;55;1;6%;-5%;-8%
kava;kava;4;68%;28%;22%;0%;0;0;0;;10;1;-71;0;1;72;52;30;32;44;28;2;17%;14%;14%
yield-guild-games;ygg;12;361%;49%;84%;66%;101;111;110;;11;2;9;0;1;73;49;25;53;63;62;2;4%;11%;-12%
singularitydao;sdao;7;22%;-2%;34%;4%;0;1;100;;1;7;-234;10;1;71;54;35;39;36;33;2;-1%;-6%;-19%
fsn;fsn;8;32%;24%;16%;0%;0;100;0;;10;20;-99;0;2;91;29;67;38;39;35;1;0%;-3%;-10%
avalaunch;xava;9;38%;46%;16%;30%;1;100;0;;11;9;-7;1;2;79;20;80;42;42;41;2;0%;10%;15%
truefi;tru;8;50%;75%;34%;21%;11;1;100;;1;8;85;0;0;53;49;26;51;46;41;3;25%;35%;17%
reserve-rights-token;rsr;9;29%;36%;60%;0%;0;11;100;;10;0;-64;0;2;77;57;33;40;49;36;3;9%;13%;17%
basic-attention-token;bat;9;44%;54%;73%;14%;1;10;100;;10;4;-5;0;1;71;21;45;50;55;35;3;0%;19%;137%
golem;glm;12;47%;57%;94%;16%;1;111;110;;10;2;20;0;1;67;50;50;51;65;41;3;5%;10%;34%
kusama;ksm;8;45%;26%;94%;3%;0;11;0;;10;2;-79;0;2;73;69;32;35;49;35;2;19%;3%;-1%
cartesi;ctsi;12;39%;52%;66%;58%;1;10;11;;10;10;-2;0;2;77;21;64;47;53;49;4;22%;2%;69%
sun-token;sun;9;13%;77%;60%;2%;11;10;0;;10;4;82;0;2;60;68;41;53;51;34;2;-1%;3%;2%
aptos;apt;6;63%;28%;21%;27%;0;0;10;;11;5;-71;0;1;70;49;52;33;40;39;2;1%;12%;8%
civic;cvc;5;41%;49%;36%;0%;1;0;0;;0;1;-7;0;1;54;58;53;46;45;32;2;6%;8%;-12%
polkadot;dot;3;44%;24%;3%;-1%;0;0;0;;10;3;-77;0;0;55;37;-1;33;36;15;3;6%;11%;16%
parsiq;prq;5;101%;10%;56%;4%;0;10;0;;10;12;-136;0;1;39;58;28;30;46;24;2;2%;-1%;5%
casper-network;cspr;5;37%;20%;22%;3%;0;100;0;;10;11;-92;0;1;60;48;31;37;43;27;2;-5%;18%;-26%
polkastarter;pols;6;41%;47%;24%;0%;1;0;0;;10;4;-9;0;1;75;29;38;44;43;32;2;4%;-3%;-47%
nem;xem;8;37%;41%;42%;0%;0;1;100;;11;3;-29;0;2;67;69;54;43;49;40;1;5%;0%;4%
orchid-protocol;oxt;9;65%;59%;61%;0%;11;10;100;;10;7;32;0;0;52;45;36;53;50;34;2;1%;17%;88%
redfox-labs-2;rfox;10;69%;55%;32%;45%;1;101;110;;1;16;18;0;0;47;27;52;48;42;49;2;14%;11%;-17%
skale;skl;8;52%;34%;80%;12%;0;11;100;;10;7;-57;0;1;74;49;49;38;58;43;4;2%;7%;14%
iotex;iotx;12;52%;82%;100%;12%;11;111;110;;11;2;78;0;0;49;22;45;54;67;47;3;2%;21%;237%
flow;flow;6;59%;35%;47%;0%;0;1;0;;10;0;-48;0;1;74;52;34;36;49;28;2;5%;18%;10%
sperax;spa;10;57%;37%;28%;55%;1;1;101;;11;3;-44;0;3;75;77;60;43;45;51;1;0%;0%;-6%
ethereum-name-service;ens;6;43%;34%;37%;0%;1;0;0;;10;0;-58;0;1;67;49;20;39;44;31;2;4%;4%;-2%
storj;storj;14;220%;94%;100%;68%;111;111;111;vente;1;11;150;0;0;17;21;41;70;70;66;4;0%;74%;37%
clearpool;cpool;9;60%;18%;34%;62%;0;1;110;;1;0;-106;0;2;59;54;76;33;25;51;1;0%;-10%;-10%
coin98;c98;9;29%;58%;47%;29%;10;1;10;;1;1;37;0;1;72;51;49;47;49;42;1;1%;-21%;-16%
findora;fra;6;102%;18%;6%;43%;0;0;1;;10;5;-93;0;1;53;52;87;37;39;41;1;4%;-8%;-7%
drep-new;drep;6;26%;45%;10%;-1%;10;0;0;;10;6;-19;0;1;78;55;16;41;43;21;2;2%;6%;-10%
flamingo-finance;flm;6;216%;51%;26%;-1%;10;0;0;;0;5;6;0;1;18;63;28;49;42;29;2;9%;24%;12%
unmarshal;marsh;7;63%;20%;8%;62%;0;0;1;;1;14;-94;0;2;85;44;84;33;34;49;2;-1%;2%;4%
bancor;bnt;12;84%;103%;103%;55%;101;111;111;;10;14;157;0;0;40;-25;52;67;91;56;3;-48%;166%;287%
nuls;nuls;5;23%;28%;9%;0%;0;0;0;;10;12;-74;0;1;81;55;39;39;41;34;3;15%;3%;20%
cosmos;atom;8;47%;32%;55%;0%;0;1;100;;10;3;-59;0;1;54;76;45;36;47;37;1;4%;-15%;-34%
iota;miota;8;31%;41%;74%;4%;1;111;100;;10;2;-30;0;0;44;49;40;44;55;37;3;5%;-1%;18%
troy;troy;9;26%;34%;51%;24%;0;1;110;;11;5;-60;0;2;91;56;49;43;49;43;4;7%;3%;69%
0x;zrx;11;52%;82%;78%;25%;11;111;0;;10;9;66;0;1;46;-17;63;58;63;41;3;-4%;7%;195%
merit-circle;mc;10;98%;59%;42%;20%;110;1;110;;1;8;43;0;1;47;58;41;54;46;44;3;-2%;0%;12%
tezos;xtz;8;40%;34%;40%;0%;1;10;0;;10;1;-53;0;2;70;68;27;39;48;27;2;3%;7%;7%
elrond-erd-2;egld;8;52%;31%;76%;0%;0;11;100;;10;1;-65;0;2;56;56;27;35;51;30;2;5%;3%;11%
ravencoin;rvn;10;40%;30%;57%;0%;0;11;100;;10;1;-65;0;2;75;65;29;35;49;32;2;8%;8%;4%
celo;celo;5;31%;37%;23%;0%;0;0;0;;0;4;-38;0;1;78;52;49;43;43;36;2;-4%;31%;19%
unlend-finance;uft;6;40%;26%;16%;5%;0;0;100;;1;7;-86;0;1;65;51;38;37;37;34;2;45%;8%;5%
chain-2;xcn;5;70%;30%;32%;0%;0;0;0;;10;0;-65;0;2;93;59;55;20;46;36;2;3%;7%;-2%
moonbeam;glmr;8;63%;57%;33%;1%;11;10;0;;10;2;11;0;0;32;31;29;47;42;17;2;0%;-11%;8%
decentral-games;dg;4;305%;20%;37%;6%;0;0;0;;1;6;-95;0;1;47;90;45;36;29;36;2;1%;8%;19%
zencash;zen;8;48%;55%;28%;10%;1;100;100;;0;3;16;0;1;63;51;33;51;48;41;3;16%;-3%;1%
newscrypto-coin;nwc;8;34%;19%;28%;86%;0;1;11;;1;7;-106;0;1;79;37;53;41;42;56;2;0%;1%;17%
nano;xno;7;22%;58%;11%;0%;1;100;0;;0;4;36;0;1;52;53;58;48;42;33;2;1%;6%;9%
ethernity-chain;ern;8;24%;34%;46%;18%;0;1;100;;1;2;-61;0;1;70;47;52;44;45;40;2;9%;15%;3%
moonriver;movr;6;48%;27%;35%;4%;0;100;0;;10;2;-63;0;1;65;29;35;33;45;33;1;-15%;-22%;-59%
request-network;req;7;39%;39%;58%;15%;1;10;0;;10;0;-44;0;1;73;34;42;40;51;32;3;-1%;8%;57%
humans-ai;heart;8;80%;73%;28%;-1%;11;0;0;;0;18;64;0;1;51;77;23;47;42;32;2;-4%;-11%;43%
hooked-protocol;hook;7;46%;36%;56%;6%;0;10;0;;10;1;-51;0;1;74;51;40;40;48;37;3;7%;16%;31%
filecoin;fil;9;58%;42%;67%;0%;1;110;0;;10;6;-23;0;1;69;47;46;42;56;36;1;4%;-1%;-6%
fio-protocol;fio;7;28%;54%;-1%;2%;11;0;0;;0;3;17;0;1;60;38;14;45;32;23;2;2%;9%;13%
noia-network;noia;6;54%;33%;23%;24%;1;100;0;;11;4;-52;0;1;59;41;53;39;44;42;1;-4%;4%;0%
kyber-network-crystal;knc;8;78%;72%;28%;3%;11;100;100;;0;4;70;0;0;44;40;26;57;50;29;2;2%;47%;55%
suku;suku;9;69%;78%;15%;39%;11;100;0;;10;12;96;0;2;24;62;67;54;43;46;2;-1%;9%;26%
unifi-protocol-dao;unfi;9;358%;57%;54%;41%;110;101;110;;1;10;23;0;0;15;42;21;54;54;47;2;-8%;41%;-11%
uma;uma;9;34%;29%;47%;30%;0;0;100;;11;3;-67;0;3;73;64;61;38;48;47;3;-4%;4%;35%
wilder-world;wild;6;94%;27%;37%;0%;1;110;0;;10;14;-71;0;0;49;40;14;33;47;19;1;-1%;-11%;-17%
swftcoin;swftc;6;36%;21%;12%;33%;0;0;0;;10;4;-88;1;2;75;45;66;41;40;39;2;1%;-1%;-3%
dtravel;trvl;7;49%;22%;4%;17%;0;0;0;;10;7;-78;0;2;69;48;60;39;37;36;3;1%;3%;12%
wink;win;5;18%;36%;15%;0%;0;0;0;;10;1;-48;0;2;79;59;49;39;39;36;1;0%;1%;-1%
bonfida;fida;8;87%;44%;20%;16%;1;0;100;;10;2;-22;0;2;82;76;35;39;45;41;2;9%;4%;-2%
alpaca-finance;alpaca;12;36%;93%;86%;100%;1;111;111;;11;2;146;0;0;43;11;4;56;70;73;2;1%;6%;-47%
fantom;ftm;7;45%;31%;25%;0%;1;1;100;;11;13;-65;0;1;80;51;30;34;41;34;2;4%;11%;16%
sylo;sylo;9;27%;29%;42%;65%;0;1;110;;1;0;-78;0;1;65;32;37;36;46;57;1;-1%;-5%;-31%
qredo;qrdo;2;75%;10%;3%;-1%;0;0;0;;10;0;-132;0;1;59;29;-3;27;28;15;3;2%;15%;24%
veed;veed;6;149%;19%;10%;35%;0;0;0;;1;19;-95;10;3;56;64;87;36;32;44;1;-5%;-1%;-7%
liquity;lqty;14;87%;100%;105%;101%;11;111;111;;11;19;152;0;0;42;32;-11;62;69;85;3;2%;82%;42%
tokocrypto;tko;9;25%;24%;46%;2%;0;1;100;;11;11;-88;0;3;73;62;67;37;47;41;3;11%;13%;22%
ethereum-pow-iou;ethw;4;58%;28%;20%;9%;0;0;0;;11;0;-66;0;2;87;45;59;30;41;38;3;5%;8%;25%
bifrost;bfc;5;31%;22%;21%;48%;0;0;10;;11;3;-85;0;1;26;56;51;34;44;47;1;0%;-13%;-12%
paris-saint-germain-fan-token;psg;3;44%;24%;0%;0%;0;0;0;;11;0;-81;0;2;58;39;56;30;38;36;3;-14%;3%;24%
exeedme;xed;4;63%;11%;26%;0%;0;0;0;;10;11;-135;0;1;55;76;30;28;42;27;2;0%;4%;6%
gensokishis-metaverse;mv;8;40%;13%;39%;86%;0;1;11;;11;0;-121;0;1;72;50;47;29;43;56;3;1%;9%;29%
stader;sd;10;57%;30%;60%;6%;1;110;0;;10;15;-57;0;2;54;95;63;39;63;41;2;2%;6%;-6%
yield-app;yld;7;58%;23%;8%;100%;0;100;11;;11;14;-74;0;1;32;34;58;32;37;55;3;4%;-9%;135%
zoid-pay;zpay;5;150%;29%;35%;0%;0;0;100;;10;2;-77;0;1;101;46;19;28;45;31;2;7%;18%;33%
chainx;pcx;10;57%;45%;25%;72%;0;100;11;;11;1;-5;0;2;93;45;83;33;45;52;2;0%;1%;-1%
milk-alliance;mlk;9;52%;42%;51%;30%;1;110;0;;10;5;-39;1;2;66;12;85;43;50;40;2;-1%;-4%;56%
joe;joe;8;58%;47%;46%;0%;1;101;100;;11;18;-14;0;1;57;31;18;43;53;32;2;5%;-4%;-19%
adventure-gold;agld;10;58%;49%;49%;32%;110;1;110;;1;16;-7;10;1;52;60;50;50;49;45;2;6%;9%;-3%
numeraire;nmr;8;81%;54%;48%;12%;1;10;100;;10;11;3;0;0;27;19;39;50;49;35;3;-16%;7%;195%
radiant-capital;rdnt;5;63%;40%;0%;5%;1;0;0;;0;33;-26;0;1;58;39;15;44;36;31;3;9%;26%;18%
lisk;lsk;7;38%;49%;37%;21%;1;100;0;;10;5;5;1;2;64;28;59;48;46;40;1;3%;-1%;-61%
dopex;dpx;7;54%;37%;30%;50%;0;0;10;;10;5;-47;0;1;71;36;42;34;43;41;2;-9%;6%;6%
render-token;rndr;8;48%;91%;32%;0%;11;110;0;;10;24;135;1;1;52;59;22;57;50;26;3;-1%;12%;-5%
hashflow;hft;10;27%;37%;100%;33%;1;1;110;;11;0;-56;0;1;59;53;55;43;58;46;3;10%;16%;13%
lido-dao;ldo;11;40%;42%;100%;19%;1;11;110;;10;14;-35;0;1;77;44;48;45;67;44;3;9%;19%;14%
gods-unchained;gods;5;31%;16%;32%;0%;0;0;0;;1;1;-138;0;1;70;49;48;43;43;35;2;8%;4%;4%
clover-finance;clv;5;43%;31%;26%;10%;0;0;0;;11;3;-67;0;1;88;55;48;38;42;43;0;1%;-3%;10%
stafi;fis;5;44%;58%;-1%;2%;10;0;0;;0;13;26;10;0;48;28;8;47;24;14;3;3%;15%;11%
dogechain;dc;7;109%;28%;32%;48%;0;0;1;;11;5;-83;0;3;80;61;56;38;42;48;1;8%;-6%;-19%
concentrated-voting-power;cvp;11;31%;61%;101%;81%;10;11;110;;11;7;29;0;0;40;50;32;48;62;64;3;0%;15%;32%
ethos;vgx;5;92%;30%;18%;9%;0;0;0;;1;2;-67;0;1;76;50;18;40;40;33;3;4%;14%;15%
energy-web-token;ewt;4;60%;14%;33%;8%;0;100;0;;10;3;-115;0;1;41;56;43;33;48;36;2;2%;1%;1%
superfarm;super;6;38%;27%;12%;0%;0;0;100;;10;10;-75;0;1;89;51;27;36;39;27;1;8%;-8%;-3%
gamium;gmm;6;92%;34%;19%;4%;0;100;0;;10;5;-49;0;1;64;41;3;39;42;30;3;0%;23%;10%
kadena;kda;5;31%;19%;17%;0%;0;0;0;;1;0;-102;0;1;65;47;32;36;34;33;1;8%;-28%;-28%
rei-network;rei;11;62%;50%;64%;106%;1;111;111;;11;9;2;0;0;31;54;-38;50;53;93;4;9%;560%;79%
